StartDate,EndDate,Progress,Duration__in_seconds_,Finished,RecordedDate,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q15,Q16,Q17,Q18,Q19,Q20,Q20.0,Q21,Q22_1,Q22_14,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_8,Q22_9,Q22_10,Q22_11,Q22_12,Q22_13,Q22_13_TEXT,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q23_7_TEXT,Q24,Q25,Q26,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q27_10,Q27_11,Q27_12,Q27_13,Q27_14,Q27_14_TEXT,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_7_TEXT,Q29,Q30,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q31_7,Q31_8,Q31_9,Q31_10,Q31_11,Q31_12,Q31_13,Q31_14,Q31_14_TEXT,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q32_7,Q32_7_TEXT,Q33,Q34,Q35_1,Q35_2,Q35_3,Q35_4,Q35_5,Q35_6,Q35_7,Q35_8,Q35_9,Q35_10,Q35_11,Q35_12,Q35_13,Q35_14,Q35_14_TEXT,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_7_TEXT,Q37,Q38,Q39_1,Q39_2,Q39_3,Q39_4,Q39_5,Q39_6,Q39_7,Q39_8,Q39_9,Q39_10,Q39_11,Q39_12,Q39_13,Q39_14,Q39_15,Q39_15_TEXT,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q58,Q58_8_TEXT,Q59,Q60,Q61,Q62,Q65,Q93,Q63,Q64
3/21/2023 12:03,3/21/2023 12:13,100,589,1,3/21/2023 12:13,TRUE,100,0,3/6/2023 17:58,3,4,2,3,3,,,2,1,2,2,,5,2,2,2,,,3,4,,,,,,,,,,,,,1,,,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,2,,2,,2,,,,,,,3,3,3,,,,50,50,0,0,0,0,50,50,0,0,0,0,1,,2,Female,2,1,2,2,,
3/16/2023 16:28,3/16/2023 16:42,100,833,1,3/16/2023 16:42,,0,0,,3,5,2,2,2,,,2,2,3,2,being very negative/dismissive towards my goal of a career in industry,4,2,2,2,,,2,3,,1,,,,,,,,,,,,,,,,1,,,,,,,2,3,1,1,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,8,4,4,4,4,5,5,5,4,2,2,4,4,5,5,,,2,,2,,2,,,,,,,3,2,3,,2,,10,70,18,1,1,0,10,0,50,35,5,0,3,,2,Female,2,2,1,1,2,1
3/6/2023 11:20,3/6/2023 11:28,100,482,1,3/6/2023 11:28,,0,0,,2,4,1,1,2,,,2,2,1,1,,4,1,1,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,10,5,5,5,5,5,5,5,5,5,5,5,6,6,6,,,2,,2,,2,,,,,,,4,1,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,6,,3,Female,2,2,1,2,,
3/6/2023 14:20,3/6/2023 14:26,100,405,1,3/6/2023 14:26,,0,0,,3,4,2,3,1,,,3,2,2,2,,5,2,2,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,10,5,5,5,4,5,5,5,4,4,4,6,6,6,6,,,2,,2,,2,,,,,,,3,3,3,,2,,90,5,0,5,0,0,0,0,0,0,0,0,3,,3,Female,2,2,2,1,2,2
4/3/2023 12:12,4/3/2023 12:23,100,658,1,4/3/2023 12:23,,0,0,,3,5,3,2,2,,,1,2,2,2,,5,2,2,2,,,3,4,,1,,,,,,,,,,,,,,1,,,,,,,,,2,3,,,1,,,,1,,,,,,,,,1,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,1,,,,9,4,4,4,2,2,4,2,4,4,2,3,4,2,5,,,2,,2,,2,,,,,,,3,2,3,,2,,50,50,0,0,0,0,0,50,25,25,0,0,3,,4,Female,2,2,2,1,2,2
3/24/2023 9:43,3/24/2023 10:25,100,2505,1,3/24/2023 10:25,,0,0,,2,5,3,2,2,Speaking with other current students at social events and engaging with faculty who I've talked to multiple times over the last several years. Being listened to and being validated for sharing opinions.,More reminders about mental health services (I mostly just learned about them from other trainees willing to talk about them). More representation for lqbtqia+ and an understanding that diversity isn't just what you can see on the outside.,1,2,4,1,"I have expressed interest in a career path in industry, but my advisor thinks that this is a waste of potential and encourages that I instead look at career paths in academia.",4,1,2,2,"More alcoholic-free events? Or at minimum ensuring that current students and faculty alike know not to push alcohol on others. This could include not announcing that there is leftover alcohol at events and that ""we need to make sure it's gone"".","That sort of information could go into the IPiB handbook. I personally access the handbook frequently, and having the info there to could be useful.",1,1,,1,,,,,,,,,,1,1,,,,,1,,,,,,,1,3,,1,1,1,,,,,,,,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,1,,,,,,,,,,,,,1,,1,,,,,,,9,4,2,3,4,3,2,3,4,4,3,3,4,1,6,,,2,,2,,1,1,1,,,"Maybe anti-harassments training for new students during orientation week and recurring anti-harassment training for faculty? I don't remember if we do that, and I also don't remember what the data say about the efficacy of anti-harassment training. But I would envision it as a mandatory event to attend, not just some module on Canvas you can zip through in 5 minutes without really reading it.",,2,1,2,,1,"Because I'm already too far in. If I had felt this way as a second or third year, I think I would have left.",20,50,20,10,,0,20,40,20,20,0,0,3,,5,Female,1,2,1,1,2,2
3/16/2023 10:15,3/16/2023 10:22,100,438,1,3/16/2023 10:22,,0,0,,2,4,2,2,1,,,2,2,1,1,,4,1,1,1,,,2,2,,,,,,,,,,,,,,,,1,,,,,,,,,2,2,,,,,,,,,,,,1,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,9,5,5,4,4,4,4,5,5,5,4,5,4,5,5,,,2,,2,,2,,,,,,,2,2,2,,,,30,40,20,10,0,0,30,40,20,10,0,0,5,,5,Female,2,2,2,2,,
3/27/2023 14:00,3/27/2023 14:06,100,334,1,3/27/2023 14:06,TRUE,97,0,3/16/2023 19:59,2,5,2,3,2,,,2,2,1,2,,5,1,2,1,,,4,3,,1,,1,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,8,4,4,2,2,4,3,4,3,2,2,2,2,3,5,,,2,,2,,2,,,,,,,2,1,2,,1,,20,30,25,20,5,0,10,20,35,30,5,0,3,,5,Female,2,2,2,1,2,2
4/1/2023 10:35,4/1/2023 11:01,100,1594,1,4/1/2023 11:01,,0,0,,2,4,3,2,2,,,1,2,1,1,She is respectful of my chosen religious acts that I perform and supports me in doing so.,4,2,1,2,More cultural activities,,2,4,,,,,,,,,,,,,1,,,,,,,1,,,,,2,3,,,,,,,,,,,,,1,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,8,,5,5,4,3,4,3,5,3,3,3,4,3,5,,,2,,2,,2,,,"Would like to request a small place for performing religious acts like prayers in each of the buildings. Does not have to be separate for each religion. For some people following specific religion(s), there are daily acts that they like to perform and a lack of a dedicated place makes it harder, it could be a small unused room, which can be multipurpose but also is allowed to perform prayers.",,,"Is there any way the community can push/propose to the University to establish food courts for students of specific religions ( Muslims, Jews) given they have some food restrictions? I don't know where or to whom to request but with the growing number of diverse students from different parts of the world coming to the department/ University, food is a genuine issue to accommodate these students and make them comfortable in the department and on campus. It is important to not only give people from the diverse background a chance but also make sure they can survive here.",3,1,2,,2,,90,0,10,0,0,0,100,0,0,0,0,0,3,,5,Female,2,3,1,1,2,1
3/14/2023 16:16,3/14/2023 16:22,100,333,1,3/14/2023 16:22,,0,0,,3,5,3,2,3,,,2,2,2,1,,,2,2,2,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,10,4,3,3,4,3,4,4,4,3,2,3,4,3,3,,,2,,2,,1,1,1,,,,,4,2,2,,,,25,35,40,0,0,0,5,15,70,10,0,0,7,,6,Female,2,2,1,2,,
4/3/2023 12:38,4/3/2023 14:33,100,6926,1,4/3/2023 14:33,TRUE,100,0,4/1/2023 17:23,2,3,2,4,3,,,3,4,3,3,,,2,2,2,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,9,5,5,5,5,5,5,5,5,5,5,4,4,5,5,,,2,,2,,,,,,,,,4,2,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,7,,7,Female,2,2,1,2,,
3/16/2023 10:15,3/16/2023 10:21,96,348,0,4/4/2023 9:16,TRUE,97,0,3/16/2023 15:10,2,4,1,1,1,leaders who welcome and encourage discussion and take the time to participate in those interactions,,1,1,1,1,,,1,1,1,,,3,4,,1,,,,,,,,,,,,,,1,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,9,5,5,5,5,5,5,5,5,5,5,5,5,3,5,,,2,,2,,2,,,,,,,3,2,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,7,,10,Female,2,2,1,2,,
3/24/2023 11:49,3/24/2023 11:56,100,417,1,3/24/2023 11:56,TRUE,100,0,3/24/2023 15:39,2,4,2,2,2,,,2,1,1,1,,6,1,1,1,,,3,3,1,1,,,,,,,,,,,,,,1,1,,,1,,,,,3,3,1,1,1,,,,,,,,,,,,,1,1,,,1,,,,,1,1,1,,,,,,,,,,,,,,,,,,1,,,,"Another lab member repeatedly engaged in harassment and boundary-stomping behavior inside and outside of work, and it led to me leaving the lab and finding a new position elsewhere",1,1,1,,,,,,,,,,,,,,,,,,1,,,,,9,4,4,6,3,6,6,4,5,6,6,6,6,2,5,,,2,,2,,2,,,,,,,4,2,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,6,,17,Female,2,1,2,2,,
3/22/2023 15:12,3/22/2023 15:25,100,811,1,3/22/2023 15:25,,0,0,,2,5,2,2,2,,,1,2,2,1,,,1,1,1,,,2,3,,,,,,,,,,,,1,,,,1,,1,,,,,,,2,1,,,,,,,,,,,,1,,,,1,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,10,4,4,4,4,4,4,4,4,6,4,6,6,6,6,,,2,,2,,1,1,1,,"Recruit and invite diverse people for positions, seminars etc, keep discussions going, financial support for low income people.",,,2,2,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,6,,20,Female,2,2,2,2,,
4/1/2023 9:07,4/1/2023 9:23,100,1007,1,4/1/2023 9:23,TRUE,74,5,3/6/2023 16:56,2,5,2,2,2,,,2,2,2,2,,7,1,1,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,,,,,,,,,,,,,,1,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,9,4,6,6,6,6,6,6,6,6,6,6,3,6,4,,,2,,2,,1,1,1,,,,,3,2,2,,,,10,30,50,10,0,0,5,25,60,10,0,0,5,,20,Female,2,2,1,2,,
3/11/2023 16:30,3/11/2023 16:43,100,804,1,3/11/2023 16:43,,0,0,,2,4,2,2,2,,,2,2,,,,4,1,1,1,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,1,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,9,4,4,6,3,3,6,4,4,4,3,6,2,3,3,,,2,,2,,2,,,,,,,3,1,1,,,,75,0,25,0,0,0,50,0,40,10,0,0,5,,30,Female,2,2,3,2,,
4/3/2023 9:05,4/3/2023 9:13,100,469,1,4/3/2023 9:13,,0,0,,3,4,2,2,3,,,2,2,3,3,,5,1,1,1,,,1,2,1,1,,1,,,1,,,1,1,,,,,1,,1,,,,1,,,1,2,1,,,,,,,,,,1,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,10,4,4,4,3,3,3,3,3,3,3,3,3,3,4,,,2,,2,,2,,,,,,,2,3,2,,1,,60,20,10,10,0,0,0,0,0,0,0,0,2,,1 year,Female,3,2,2,1,2,1
3/21/2023 14:47,3/21/2023 15:05,100,1080,1,3/21/2023 15:05,TRUE,100,0,3/9/2023 20:39,3,4,1,1,2,"IPiB does a fantastic job of planning program wide events. I think the practice prelims, tea time, student seminars, etc. are both scientifically valuable but also critical to building our community.",,1,3,2,2,,5,2,1,1,,I think the ethics course did a good job covering this. Perhaps reminding everyone through the IPiB newsletter every once in a while?,4,5,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,,,,1,1,,,,,,,,,1,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,9,4,4,3,3,3,3,3,3,3,3,1,4,3,5,,,2,,2,,2,,,,I think having more diverse leadership would be really valuable. Having diverse PI's/postdocs/staff would encourage diversity among students and trainees.,"Most importantly, we need to actually implement the ideologies discussed at the retreat, rather than simply discuss it. I do think reaching out to people who specialize in DEI would be beneficial. DEI is undeniably complex and few are truly capable of doing it properly. I wouldn't want these efforts to create and us vs them mentality within the IPiB community.",,3,1,2,,2,,50,30,19,1,0,0,30,30,20,20,0,0,2,,1 year,Female,2,2,2,1,2,2
3/17/2023 11:06,3/17/2023 11:12,100,375,1,3/17/2023 11:12,TRUE,100,0,3/9/2023 16:51,3,3,2,3,2,,,3,2,2,1,,6,1,1,2,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,,,,,,,1,,,,,,1,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,9,4,3,6,4,6,6,4,5,6,6,6,4,6,5,,,2,,2,,1,1,1,,,,,3,1,2,,1,,0,0,0,0,0,0,0,0,0,0,0,0,2,,1.5 years,Female,2,2,2,1,1,2
4/1/2023 12:05,4/1/2023 12:23,100,1042,1,4/1/2023 12:23,,0,0,,1,5,2,2,2,The many resources available and the ability to communicate and receive help/support when needed,,2,2,1,1,,4,1,2,2,"Tuition remission, take away international student fees and segregated fees. This will attract bright students who would otherwise choose elsewhere because of fees associated with grad programs at UW","I haven't needed to do this but if I were, it might be nice to have resources for this on the biochem website",4,5,,,,,,,,,,,,,1,,,,,,,,,,,,4,5,,,,,,,,,,,,,1,,,,,,,,,,,,4,,,,,,,,,,,,,1,,,,,,,,,,,,4,,,,,,,,,,,,,1,,,,,,,,,,,,8,5,5,5,5,6,6,2,2,2,2,6,6,6,6,,,2,,2,,1,1,1,,,,,3,2,2,,2,,20,50,25,5,0,0,0,0,0,0,0,0,2,,1.5 years,Female,2,2,2,1,2,2
4/3/2023 15:13,4/3/2023 15:21,100,531,1,4/3/2023 15:21,,0,5,,3,5,2,3,3,"I don't actually have a lot of interaction with IPiB community. My PI is in IPiB, but I'm a Genetics student, so I don't go to a lot of IPiB events and don't have much feedback to give.","As noted before, I don't have enough experience to form an opinion.",1,1,1,1,,,1,1,1,No,No,4,5,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,10,5,6,6,6,6,6,5,4,6,6,6,6,6,6,,,2,,2,,2,,,,No,No,No,4,2,3,"I don't have much perspective on IPiB, so my answers shouldn't carry much weight.",,,0,0,0,0,0,0,0,0,0,0,0,0,2,,2,Female,2,2,3,1,2,2
4/3/2023 11:27,4/3/2023 11:52,100,1485,1,4/3/2023 11:52,,0,0,,3,3,3,3,2,"Connecting with peers and discussing science, staff that are genuine and ready to help and are great at their jobs!",,2,2,2,3,,6,1,1,2,"A fun event could be a social mixer where you are encouraged to interact with people you havent interacted before, something like a meet and greet bingo, where you have to check off boxes for things like ""met someone new"" ""talked about a research field outside my expertise"" ""met someone who lived internationally/out of state"" etc.",,4,5,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,9,4,4,4,4,6,6,6,4,4,6,6,4,4,4,,,2,,2,,2,,,,I really liked the opportunity to engage in the DEI book club. I think it would also be great to have access to a Land grant acknowledgement workshop; I had to dig around for the UW resources and still dont feel fully prepared/informed to give one.,"Off the top of my head, I would not know where to find these community policies; i would assume the intranet. Are they written down?",,4,1,,,,,5,40,50,5,0,0,20,40,40,0,0,0,2,,2 years,Female,2,2,1,1,2,2
